"attrition_flag","gender","customer_age","income_category","card_category","credit_limit","total_revolving_bal","avg_utilization_ratio","avg_open_to_buy","months_inactive_12_mon"
"Existing Customer","F",44,"Less than $40K","Blue",9598,1092,0.114,8506,2
"Existing Customer","M",42,"$60K - $80K","Blue",18570,1892,0.102,16678,2
"Attrited Customer","F",54,"Less than $40K","Silver",13626,0,0,13626,2
"Existing Customer","F",29,"Less than $40K","Blue",2298,0,0,2298,3
"Existing Customer","F",40,"Unknown","Blue",9191,1666,0.181,7525,2
"Existing Customer","F",58,"Less than $40K","Blue",1438.3,818,0.569,620.3,3
"Existing Customer","F",50,"Unknown","Blue",4181,0,0,4181,4
"Existing Customer","M",48,"$40K - $60K","Blue",2592,0,0,2592,1
"Existing Customer","F",51,"Less than $40K","Blue",7540,773,0.103,6767,3
"Existing Customer","F",43,"Less than $40K","Blue",1477,0,0,1477,4
"Existing Customer","F",58,"Less than $40K","Blue",2628,1542,0.587,1086,2
"Existing Customer","M",46,"$80K - $120K","Blue",8916,0,0,8916,2
"Existing Customer","F",52,"Unknown","Blue",1481,0,0,1481,1
"Existing Customer","F",44,"Less than $40K","Blue",1555,0,0,1555,2
"Attrited Customer","M",45,"Less than $40K","Blue",8580,1636,0.191,6944,3
"Existing Customer","F",48,"$40K - $60K","Silver",21163,2517,0.119,18646,1
"Existing Customer","F",39,"Less than $40K","Blue",2936,0,0,2936,3
"Existing Customer","F",56,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","M",54,"$60K - $80K","Silver",30540,0,0,30540,3
"Existing Customer","M",47,"$60K - $80K","Blue",7357,1069,0.145,6288,1
"Existing Customer","F",44,"Less than $40K","Silver",11879,0,0,11879,3
"Existing Customer","M",52,"$80K - $120K","Blue",21877,1073,0.049,20804,1
"Existing Customer","M",42,"$60K - $80K","Blue",7255,0,0,7255,3
"Existing Customer","F",55,"Less than $40K","Blue",6394,0,0,6394,1
"Attrited Customer","M",49,"$80K - $120K","Blue",34516,2517,0.073,31999,2
"Existing Customer","M",38,"$60K - $80K","Blue",5597,1118,0.2,4479,3
"Existing Customer","M",42,"$80K - $120K","Blue",32535,0,0,32535,2
"Attrited Customer","F",38,"Less than $40K","Blue",4391,1933,0.44,2458,2
"Existing Customer","M",46,"$40K - $60K","Blue",8738,1172,0.134,7566,1
"Existing Customer","F",42,"Less than $40K","Blue",1592,0,0,1592,6
"Existing Customer","M",65,"Less than $40K","Blue",3675,0,0,3675,3
"Attrited Customer","M",48,"$120K +","Blue",24593,0,0,24593,4
"Existing Customer","F",55,"Unknown","Blue",7613,0,0,7613,2
"Attrited Customer","M",45,"$120K +","Blue",26107,0,0,26107,4
"Attrited Customer","F",53,"Less than $40K","Blue",4287,0,0,4287,2
"Existing Customer","M",57,"$60K - $80K","Blue",9843,1273,0.129,8570,3
"Existing Customer","M",50,"$60K - $80K","Blue",10733,783,0.073,9950,1
"Existing Customer","M",41,"$80K - $120K","Blue",3460,955,0.276,2505,2
"Existing Customer","F",46,"Less than $40K","Blue",1996,1544,0.774,452,1
"Existing Customer","M",49,"$60K - $80K","Blue",5536,756,0.137,4780,2
"Existing Customer","F",31,"Unknown","Blue",1469,0,0,1469,3
"Existing Customer","M",54,"$120K +","Blue",5597,0,0,5597,1
"Attrited Customer","F",51,"Less than $40K","Blue",8960,2222,0.248,6738,3
"Existing Customer","M",52,"$60K - $80K","Blue",5693,0,0,5693,2
"Existing Customer","M",43,"Less than $40K","Blue",4098,1776,0.433,2322,1
"Existing Customer","M",44,"$80K - $120K","Blue",18358,1044,0.057,17314,3
"Existing Customer","M",44,"$40K - $60K","Blue",2337,1442,0.617,895,1
"Attrited Customer","M",51,"$60K - $80K","Blue",8989,0,0,8989,3
"Existing Customer","F",51,"Less than $40K","Blue",2124,1426,0.671,698,2
"Existing Customer","F",55,"Less than $40K","Blue",3968,1374,0.346,2594,3
"Existing Customer","M",42,"$40K - $60K","Blue",2793,1661,0.595,1132,2
"Existing Customer","M",53,"$60K - $80K","Blue",13513,1495,0.111,12018,2
"Existing Customer","M",43,"$80K - $120K","Blue",16351,1541,0.094,14810,3
"Existing Customer","M",51,"$60K - $80K","Blue",9619,1731,0.18,7888,2
"Existing Customer","M",56,"$80K - $120K","Blue",19030,912,0.048,18118,2
"Existing Customer","F",44,"Less than $40K","Blue",2107,0,0,2107,1
"Existing Customer","F",55,"Less than $40K","Blue",2517,1257,0.499,1260,3
"Existing Customer","F",41,"$40K - $60K","Blue",3179,1229,0.387,1950,2
"Existing Customer","F",48,"Less than $40K","Blue",3968,935,0.236,3033,1
"Existing Customer","M",45,"$60K - $80K","Blue",5065,1362,0.269,3703,3
"Attrited Customer","F",65,"Less than $40K","Silver",10885,1758,0.162,9127,4
"Attrited Customer","M",46,"$80K - $120K","Blue",1438.3,864,0.601,574.3,2
"Existing Customer","M",52,"$60K - $80K","Blue",10817,1142,0.106,9675,2
"Existing Customer","F",65,"Unknown","Blue",13666,0,0,13666,2
"Existing Customer","M",49,"$80K - $120K","Blue",2149,1796,0.836,353,1
"Attrited Customer","F",50,"$40K - $60K","Blue",7191,0,0,7191,1
"Existing Customer","F",52,"Less than $40K","Blue",2155,1219,0.566,936,2
"Existing Customer","F",42,"Unknown","Blue",5395,1439,0.267,3956,3
"Existing Customer","F",50,"Less than $40K","Blue",3222,1422,0.441,1800,2
"Existing Customer","F",27,"Less than $40K","Blue",2042,1567,0.767,475,2
"Attrited Customer","F",37,"Less than $40K","Blue",1610,0,0,1610,3
"Existing Customer","F",42,"Less than $40K","Blue",3809,1165,0.306,2644,2
"Existing Customer","F",43,"Less than $40K","Blue",5544,1095,0.198,4449,1
"Existing Customer","F",37,"Less than $40K","Blue",2388,1708,0.715,680,3
"Existing Customer","F",49,"Less than $40K","Blue",2473,1263,0.511,1210,1
"Existing Customer","M",42,"$40K - $60K","Blue",13103,1809,0.138,11294,3
"Existing Customer","F",48,"$40K - $60K","Blue",2465,1128,0.458,1337,1
"Existing Customer","F",52,"$40K - $60K","Blue",6081,989,0.163,5092,2
"Existing Customer","M",45,"$60K - $80K","Blue",21815,0,0,21815,1
"Existing Customer","M",49,"$80K - $120K","Silver",34516,2386,0.069,32130,3
"Attrited Customer","M",38,"$40K - $60K","Blue",3458,321,0.093,3137,2
"Existing Customer","F",50,"$40K - $60K","Blue",8264,2057,0.249,6207,3
"Attrited Customer","F",65,"Less than $40K","Blue",1697,377,0.222,1320,4
"Existing Customer","M",50,"$40K - $60K","Blue",3069,1881,0.613,1188,2
"Attrited Customer","M",46,"$80K - $120K","Blue",10309,0,0,10309,3
"Existing Customer","M",43,"$60K - $80K","Blue",4983,1355,0.272,3628,3
"Existing Customer","M",42,"$120K +","Blue",3103,1783,0.575,1320,2
"Existing Customer","F",45,"$40K - $60K","Blue",1663,1112,0.669,551,1
"Existing Customer","F",55,"Less than $40K","Blue",2695,0,0,2695,1
"Existing Customer","F",50,"Unknown","Blue",18178,0,0,18178,3
"Existing Customer","M",50,"$60K - $80K","Blue",14782,1020,0.069,13762,2
"Existing Customer","F",54,"$40K - $60K","Blue",2488,2196,0.883,292,1
"Existing Customer","F",45,"Unknown","Blue",1785,0,0,1785,1
"Existing Customer","F",45,"$40K - $60K","Blue",4701,1170,0.249,3531,2
"Existing Customer","F",39,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",45,"Less than $40K","Blue",2826,2162,0.765,664,3
"Existing Customer","F",52,"$40K - $60K","Blue",4597,1905,0.414,2692,2
"Existing Customer","F",33,"Less than $40K","Blue",2591,2340,0.903,251,3
"Existing Customer","M",40,"$40K - $60K","Blue",2494,1492,0.598,1002,2
"Existing Customer","M",61,"$40K - $60K","Blue",5039,1352,0.268,3687,1
"Attrited Customer","M",48,"$40K - $60K","Blue",7897,157,0.02,7740,3
"Existing Customer","M",50,"$60K - $80K","Blue",4772,1770,0.371,3002,3
"Existing Customer","F",35,"Less than $40K","Blue",3436,2493,0.726,943,3
"Existing Customer","F",50,"$40K - $60K","Blue",12064,1312,0.109,10752,1
"Existing Customer","M",53,"$80K - $120K","Blue",9065,1548,0.171,7517,2
"Existing Customer","M",49,"$80K - $120K","Blue",34516,0,0,34516,3
"Existing Customer","M",45,"$60K - $80K","Blue",10290,753,0.073,9537,3
"Existing Customer","F",52,"Less than $40K","Blue",3433,2486,0.724,947,1
"Existing Customer","M",40,"$120K +","Silver",34516,964,0.028,33552,3
"Existing Customer","F",45,"Less than $40K","Blue",3240,1775,0.548,1465,1
"Existing Customer","F",50,"Less than $40K","Blue",1438.3,851,0.592,587.3,2
"Existing Customer","F",51,"Less than $40K","Blue",6462,2517,0.39,3945,1
"Existing Customer","F",60,"Unknown","Blue",4408,1201,0.272,3207,1
"Attrited Customer","F",50,"$40K - $60K","Blue",1438.3,458,0.318,980.3,3
"Attrited Customer","F",46,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","F",50,"Unknown","Blue",1773,0,0,1773,2
"Existing Customer","M",52,"$80K - $120K","Blue",4555,0,0,4555,1
"Existing Customer","M",54,"$80K - $120K","Blue",30666,1046,0.034,29620,2
"Existing Customer","M",53,"$80K - $120K","Blue",1575,0,0,1575,2
"Existing Customer","M",53,"$120K +","Blue",1891,922,0.488,969,3
"Existing Customer","M",40,"$120K +","Blue",16634,1946,0.117,14688,2
"Existing Customer","F",50,"Unknown","Blue",7985,0,0,7985,1
"Existing Customer","M",45,"$120K +","Blue",3304,1370,0.415,1934,1
"Existing Customer","F",40,"$40K - $60K","Blue",6247,1508,0.241,4739,2
"Existing Customer","M",36,"$40K - $60K","Blue",3645,2517,0.691,1128,2
"Existing Customer","M",62,"Unknown","Blue",21329,2119,0.099,19210,3
"Existing Customer","F",35,"$40K - $60K","Blue",7234,2000,0.276,5234,1
"Existing Customer","F",47,"Less than $40K","Blue",2262,0,0,2262,2
"Existing Customer","M",40,"Less than $40K","Blue",1438.3,860,0.598,578.3,3
"Existing Customer","F",45,"Less than $40K","Blue",4187,2199,0.525,1988,2
"Attrited Customer","M",48,"$80K - $120K","Blue",16362,2268,0.139,14094,2
"Existing Customer","M",59,"$120K +","Blue",34516,0,0,34516,2
"Existing Customer","M",44,"$60K - $80K","Blue",2748,878,0.32,1870,2
"Existing Customer","M",38,"$80K - $120K","Blue",5242,470,0.09,4772,2
"Existing Customer","M",43,"$60K - $80K","Blue",21585,986,0.046,20599,3
"Existing Customer","F",31,"Unknown","Blue",2488,0,0,2488,2
"Existing Customer","F",50,"Less than $40K","Blue",9966,0,0,9966,1
"Existing Customer","F",45,"Unknown","Blue",27804,0,0,27804,2
"Existing Customer","M",45,"$60K - $80K","Blue",15626,1148,0.073,14478,1
"Attrited Customer","M",47,"$80K - $120K","Blue",18800,2517,0.134,16283,4
"Existing Customer","M",49,"$80K - $120K","Blue",1963,1516,0.772,447,1
"Attrited Customer","F",43,"Less than $40K","Blue",4579,1506,0.329,3073,3
"Existing Customer","M",43,"$60K - $80K","Silver",25824,1170,0.045,24654,3
"Existing Customer","M",48,"$80K - $120K","Blue",3429,1268,0.37,2161,2
"Attrited Customer","M",59,"$40K - $60K","Silver",15809,0,0,15809,2
"Existing Customer","F",47,"Less than $40K","Blue",2493,831,0.333,1662,1
"Existing Customer","M",48,"$80K - $120K","Blue",6593,0,0,6593,3
"Attrited Customer","F",53,"$40K - $60K","Blue",1625,0,0,1625,3
"Attrited Customer","F",53,"$40K - $60K","Blue",2121,0,0,2121,3
"Existing Customer","F",40,"Less than $40K","Blue",4757,1978,0.416,2779,3
"Attrited Customer","F",42,"Less than $40K","Blue",8668,0,0,8668,3
"Existing Customer","M",50,"$60K - $80K","Blue",21869,950,0.043,20919,3
"Existing Customer","F",45,"Less than $40K","Blue",2480,1890,0.762,590,4
"Existing Customer","M",49,"$60K - $80K","Blue",8190,1716,0.21,6474,4
"Existing Customer","F",55,"Less than $40K","Blue",1850,942,0.509,908,2
"Existing Customer","F",46,"Less than $40K","Blue",2483,2049,0.825,434,3
"Existing Customer","F",40,"Less than $40K","Blue",2925,1447,0.495,1478,3
"Attrited Customer","F",49,"Less than $40K","Blue",7066,0,0,7066,4
"Existing Customer","M",48,"$40K - $60K","Blue",2514,2251,0.895,263,1
"Existing Customer","M",50,"$60K - $80K","Blue",3640,659,0.181,2981,1
"Attrited Customer","F",50,"$40K - $60K","Blue",5527,1120,0.203,4407,2
"Existing Customer","M",45,"$80K - $120K","Blue",31625,0,0,31625,1
"Existing Customer","M",57,"$80K - $120K","Blue",32409,0,0,32409,3
"Existing Customer","M",44,"$60K - $80K","Blue",9827,600,0.061,9227,2
"Existing Customer","F",50,"Less than $40K","Blue",2623,1714,0.653,909,1
"Existing Customer","M",42,"$40K - $60K","Blue",2993,2249,0.751,744,2
"Existing Customer","M",37,"$80K - $120K","Blue",12944,1399,0.108,11545,2
"Existing Customer","M",54,"$60K - $80K","Blue",6401,1471,0.23,4930,1
"Existing Customer","M",43,"$80K - $120K","Blue",5506,2129,0.387,3377,1
"Existing Customer","M",52,"$80K - $120K","Blue",34516,0,0,34516,3
"Existing Customer","M",46,"$60K - $80K","Blue",17673,1783,0.101,15890,1
"Existing Customer","F",43,"$40K - $60K","Blue",2656,1166,0.439,1490,3
"Existing Customer","M",46,"Less than $40K","Blue",6118,1092,0.178,5026,1
"Existing Customer","M",45,"$40K - $60K","Silver",17437,2225,0.128,15212,1
"Attrited Customer","F",50,"Unknown","Blue",1461,0,0,1461,2
"Existing Customer","F",55,"$40K - $60K","Blue",1965,1525,0.776,440,3
"Existing Customer","M",51,"$60K - $80K","Silver",30899,0,0,30899,2
"Existing Customer","M",48,"$60K - $80K","Blue",8876,1132,0.128,7744,2
"Existing Customer","M",44,"$60K - $80K","Blue",2440,1501,0.615,939,1
"Existing Customer","F",50,"Less than $40K","Blue",1652,1318,0.798,334,3
"Existing Customer","M",46,"$80K - $120K","Blue",15535,1302,0.084,14233,2
"Attrited Customer","M",52,"$120K +","Blue",13354,0,0,13354,4
"Attrited Customer","M",49,"$120K +","Blue",26723,0,0,26723,2
"Existing Customer","F",55,"Less than $40K","Blue",3949,2024,0.513,1925,1
"Existing Customer","M",49,"$60K - $80K","Blue",5937,2120,0.357,3817,2
"Existing Customer","M",40,"Unknown","Blue",18806,1192,0.063,17614,2
"Attrited Customer","F",45,"Unknown","Blue",3512,2517,0.717,995,2
"Existing Customer","F",44,"Less than $40K","Blue",1975,1264,0.64,711,3
"Existing Customer","F",41,"Less than $40K","Blue",2888,821,0.284,2067,2
"Attrited Customer","F",47,"Less than $40K","Blue",2263,0,0,2263,2
"Existing Customer","M",38,"$80K - $120K","Blue",26792,1671,0.062,25121,3
"Attrited Customer","M",52,"$60K - $80K","Blue",9375,1625,0.173,7750,1
"Attrited Customer","F",48,"Less than $40K","Blue",2806,2514,0.896,292,1
"Attrited Customer","F",41,"Less than $40K","Blue",1478,524,0.355,954,2
"Existing Customer","M",53,"$60K - $80K","Blue",6836,1607,0.235,5229,2
"Attrited Customer","M",47,"$80K - $120K","Blue",8757,0,0,8757,1
"Existing Customer","M",40,"$60K - $80K","Blue",10529,0,0,10529,3
"Existing Customer","M",61,"$40K - $60K","Blue",2122,975,0.459,1147,1
"Existing Customer","F",45,"Unknown","Blue",2883,1732,0.601,1151,2
"Attrited Customer","F",56,"$40K - $60K","Blue",2339,0,0,2339,4
"Existing Customer","F",57,"Less than $40K","Blue",5225,2290,0.438,2935,3
"Existing Customer","M",48,"$40K - $60K","Blue",2582,1399,0.542,1183,2
"Existing Customer","M",60,"$80K - $120K","Blue",11524,0,0,11524,2
"Existing Customer","F",49,"Unknown","Blue",13039,1840,0.141,11199,3
"Attrited Customer","F",50,"Unknown","Blue",2509,0,0,2509,3
"Existing Customer","M",65,"$40K - $60K","Blue",1456,867,0.595,589,2
"Existing Customer","M",57,"$120K +","Blue",5612,1884,0.336,3728,1
"Existing Customer","F",51,"Less than $40K","Blue",3025,1912,0.632,1113,1
"Existing Customer","F",40,"Less than $40K","Blue",4205,2517,0.599,1688,2
"Existing Customer","M",55,"$120K +","Blue",3515,2517,0.716,998,2
"Existing Customer","M",52,"$120K +","Blue",26174,1864,0.071,24310,3
"Existing Customer","F",44,"Less than $40K","Blue",1602,1044,0.652,558,3
"Existing Customer","F",49,"Unknown","Blue",29939,0,0,29939,1
"Existing Customer","F",49,"Less than $40K","Blue",2115,1598,0.756,517,1
"Attrited Customer","M",42,"$60K - $80K","Blue",5298,0,0,5298,2
"Existing Customer","F",56,"Less than $40K","Blue",2433,1947,0.8,486,3
"Existing Customer","F",60,"Less than $40K","Blue",1443,0,0,1443,2
"Existing Customer","M",50,"$120K +","Blue",9758,1792,0.184,7966,1
"Existing Customer","M",42,"$80K - $120K","Blue",4562,2258,0.495,2304,3
"Existing Customer","F",65,"Unknown","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",41,"Unknown","Blue",4210,1597,0.379,2613,2
"Attrited Customer","F",57,"Less than $40K","Blue",1438.3,0,0,1438.3,0
"Existing Customer","M",48,"$120K +","Blue",24931,1353,0.054,23578,2
"Existing Customer","M",47,"$80K - $120K","Blue",8854,2382,0.269,6472,1
"Existing Customer","F",62,"Less than $40K","Blue",2230,1716,0.77,514,1
"Existing Customer","M",46,"$80K - $120K","Blue",28327,582,0.021,27745,1
"Existing Customer","F",56,"Unknown","Blue",2500,1298,0.519,1202,3
"Existing Customer","M",41,"$60K - $80K","Blue",9246,0,0,9246,1
"Existing Customer","F",43,"$40K - $60K","Blue",11155,1583,0.142,9572,3
"Existing Customer","M",43,"$120K +","Blue",11926,1766,0.148,10160,2
"Attrited Customer","M",54,"$40K - $60K","Blue",5501,0,0,5501,3
"Existing Customer","F",45,"Less than $40K","Blue",2110,844,0.4,1266,2
"Existing Customer","M",49,"$60K - $80K","Blue",12994,904,0.07,12090,3
"Existing Customer","F",52,"Unknown","Blue",29551,2095,0.071,27456,1
"Attrited Customer","M",46,"$80K - $120K","Blue",5054,2517,0.498,2537,2
"Existing Customer","F",45,"Less than $40K","Blue",3136,2253,0.718,883,2
"Existing Customer","F",43,"Unknown","Blue",6109,1549,0.254,4560,3
"Existing Customer","M",49,"$80K - $120K","Blue",3989,2514,0.63,1475,3
"Existing Customer","F",33,"Less than $40K","Blue",3315,1243,0.375,2072,1
"Existing Customer","M",52,"$80K - $120K","Silver",34516,1938,0.056,32578,4
"Existing Customer","F",40,"Less than $40K","Blue",1794,1019,0.568,775,2
"Existing Customer","M",51,"$60K - $80K","Blue",5993,1582,0.264,4411,3
"Existing Customer","F",44,"Less than $40K","Blue",8320,0,0,8320,2
"Attrited Customer","F",62,"Less than $40K","Blue",1930,0,0,1930,3
"Existing Customer","F",45,"Less than $40K","Blue",2329,1465,0.629,864,3
"Existing Customer","F",55,"Less than $40K","Blue",1438.3,756,0.526,682.3,3
"Attrited Customer","M",55,"$40K - $60K","Silver",18128,0,0,18128,3
"Existing Customer","M",48,"$120K +","Blue",10642,1715,0.161,8927,3
"Existing Customer","F",38,"Less than $40K","Blue",2230,0,0,2230,1
"Existing Customer","F",52,"Less than $40K","Blue",6946,0,0,6946,2
"Existing Customer","F",50,"Unknown","Blue",9716,874,0.09,8842,2
"Existing Customer","F",58,"Unknown","Blue",4377,1500,0.343,2877,3
"Attrited Customer","F",42,"$40K - $60K","Blue",2516,0,0,2516,3
"Existing Customer","M",52,"$120K +","Blue",34516,0,0,34516,2
"Existing Customer","F",55,"Less than $40K","Blue",1844,0,0,1844,3
"Existing Customer","M",48,"$60K - $80K","Blue",13233,1106,0.084,12127,3
"Existing Customer","M",41,"$80K - $120K","Silver",34516,1433,0.042,33083,2
"Existing Customer","F",48,"$40K - $60K","Blue",1593,0,0,1593,3
"Existing Customer","F",50,"Less than $40K","Blue",8589,685,0.08,7904,2
"Attrited Customer","F",53,"$40K - $60K","Blue",1714,0,0,1714,3
"Existing Customer","M",46,"$120K +","Blue",1438.3,845,0.587,593.3,1
"Existing Customer","F",50,"Less than $40K","Blue",2433,1948,0.801,485,2
"Existing Customer","M",47,"$80K - $120K","Blue",21148,1746,0.083,19402,2
"Existing Customer","F",65,"Less than $40K","Blue",7487,1953,0.261,5534,3
"Attrited Customer","F",47,"Less than $40K","Blue",5798,2517,0.434,3281,3
"Existing Customer","M",52,"$80K - $120K","Blue",34516,1757,0.051,32759,3
"Existing Customer","F",52,"Unknown","Blue",7608,2373,0.312,5235,2
"Attrited Customer","F",44,"Less than $40K","Blue",2184,0,0,2184,3
"Existing Customer","F",35,"Less than $40K","Blue",2189,1833,0.837,356,3
"Attrited Customer","M",50,"$80K - $120K","Blue",3495,0,0,3495,2
"Attrited Customer","F",52,"$40K - $60K","Blue",8018,134,0.017,7884,2
"Attrited Customer","M",41,"$80K - $120K","Blue",20543,0,0,20543,3
"Existing Customer","F",62,"Unknown","Blue",18819,0,0,18819,2
"Existing Customer","M",49,"$60K - $80K","Blue",17811,643,0.036,17168,2
"Existing Customer","M",43,"$80K - $120K","Blue",14418,0,0,14418,2
"Existing Customer","M",44,"$80K - $120K","Blue",3936,2024,0.514,1912,3
"Existing Customer","F",43,"Unknown","Blue",5738,0,0,5738,3
"Existing Customer","M",54,"$120K +","Blue",34516,0,0,34516,1
"Existing Customer","F",55,"Less than $40K","Blue",1513,725,0.479,788,3
"Attrited Customer","M",49,"$60K - $80K","Blue",18075,0,0,18075,4
"Existing Customer","F",45,"Unknown","Blue",5989,0,0,5989,1
"Existing Customer","F",56,"Less than $40K","Blue",2490,1623,0.652,867,2
"Existing Customer","F",49,"Less than $40K","Blue",2659,0,0,2659,2
"Attrited Customer","M",53,"$120K +","Silver",34516,2297,0.067,32219,4
"Existing Customer","M",49,"$80K - $120K","Blue",13490,1672,0.124,11818,2
"Existing Customer","M",46,"$40K - $60K","Blue",1664,798,0.48,866,4
"Existing Customer","M",49,"$120K +","Blue",7753,1643,0.212,6110,3
"Existing Customer","F",36,"Less than $40K","Blue",2909,2085,0.717,824,2
"Existing Customer","M",57,"$80K - $120K","Silver",34516,1384,0.04,33132,3
"Existing Customer","F",52,"$40K - $60K","Blue",3476,1560,0.449,1916,1
"Existing Customer","M",52,"$80K - $120K","Blue",16026,1160,0.072,14866,2
"Existing Customer","M",45,"Less than $40K","Blue",2705,1334,0.493,1371,3
"Existing Customer","M",54,"$120K +","Blue",2884,1144,0.397,1740,3
"Existing Customer","M",49,"$80K - $120K","Blue",24299,2517,0.104,21782,1
"Existing Customer","M",43,"$60K - $80K","Blue",20755,2276,0.11,18479,1
"Attrited Customer","M",50,"$60K - $80K","Blue",21096,0,0,21096,2
"Existing Customer","M",46,"$120K +","Blue",6457,0,0,6457,3
"Existing Customer","F",45,"Less than $40K","Blue",1603,0,0,1603,2
"Existing Customer","F",43,"Unknown","Blue",9051,1557,0.172,7494,6
"Attrited Customer","F",50,"Unknown","Blue",10057,0,0,10057,0
"Existing Customer","M",33,"$60K - $80K","Blue",2043,1725,0.844,318,2
"Existing Customer","F",65,"Less than $40K","Blue",2802,2403,0.858,399,3
"Existing Customer","F",56,"Less than $40K","Blue",1960,1690,0.862,270,2
"Existing Customer","F",40,"Less than $40K","Blue",2348,1061,0.452,1287,1
"Existing Customer","M",40,"$60K - $80K","Blue",2978,0,0,2978,4
"Existing Customer","F",49,"Less than $40K","Blue",2017,1557,0.772,460,3
"Existing Customer","F",29,"Unknown","Blue",13613,1172,0.086,12441,2
"Existing Customer","F",45,"Less than $40K","Blue",5553,1117,0.201,4436,2
"Existing Customer","M",51,"$80K - $120K","Blue",6346,578,0.091,5768,1
"Existing Customer","M",45,"$120K +","Silver",34516,1406,0.041,33110,2
"Existing Customer","F",40,"Less than $40K","Blue",1438.3,988,0.687,450.3,3
"Existing Customer","M",37,"$40K - $60K","Silver",15133,1663,0.11,13470,1
"Existing Customer","M",42,"$40K - $60K","Blue",2502,1488,0.595,1014,3
"Existing Customer","F",45,"Less than $40K","Blue",2589,2052,0.793,537,2
"Existing Customer","F",47,"Less than $40K","Blue",2049,1460,0.713,589,1
"Existing Customer","M",47,"$40K - $60K","Blue",3560,751,0.211,2809,1
"Existing Customer","F",49,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","M",43,"$120K +","Blue",25937,0,0,25937,1
"Existing Customer","M",43,"$60K - $80K","Blue",2387,1482,0.621,905,2
"Existing Customer","M",48,"Less than $40K","Blue",2912,1501,0.515,1411,1
"Existing Customer","M",53,"$60K - $80K","Blue",7062,1255,0.178,5807,2
"Existing Customer","M",56,"$80K - $120K","Blue",12186,1080,0.089,11106,3
"Attrited Customer","M",64,"Less than $40K","Blue",3570,2517,0.705,1053,3
"Existing Customer","F",38,"Unknown","Blue",3072,1970,0.641,1102,4
"Existing Customer","F",51,"Unknown","Silver",31501,1810,0.057,29691,3
"Existing Customer","F",42,"Less than $40K","Blue",5928,2517,0.425,3411,1
"Existing Customer","F",44,"Unknown","Blue",8482,0,0,8482,1
"Existing Customer","M",50,"$120K +","Blue",23911,2100,0.088,21811,3
"Existing Customer","M",62,"$80K - $120K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",49,"Less than $40K","Blue",3261,814,0.25,2447,3
"Existing Customer","M",41,"$60K - $80K","Blue",2317,1232,0.532,1085,1
"Existing Customer","M",43,"$120K +","Blue",33913,0,0,33913,3
"Attrited Customer","M",43,"$80K - $120K","Blue",34516,0,0,34516,3
"Existing Customer","F",45,"Unknown","Blue",1637,774,0.473,863,1
"Existing Customer","M",48,"$60K - $80K","Blue",5448,0,0,5448,3
"Existing Customer","F",64,"$40K - $60K","Blue",5152,948,0.184,4204,2
"Attrited Customer","F",46,"Unknown","Blue",15195,0,0,15195,3
"Existing Customer","F",53,"Less than $40K","Blue",2799,1303,0.466,1496,3
"Attrited Customer","F",38,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","M",51,"$80K - $120K","Blue",1817,885,0.487,932,3
"Attrited Customer","F",47,"Unknown","Blue",3443,0,0,3443,3
"Attrited Customer","F",51,"Less than $40K","Blue",4281,0,0,4281,3
"Existing Customer","F",56,"Less than $40K","Blue",2029,974,0.48,1055,3
"Existing Customer","F",33,"Unknown","Blue",1438.3,1055,0.734,383.3,3
"Existing Customer","M",52,"$80K - $120K","Blue",28186,1308,0.046,26878,2
"Existing Customer","F",46,"Unknown","Silver",34516,0,0,34516,3
"Existing Customer","F",46,"Unknown","Blue",3818,0,0,3818,1
"Existing Customer","F",40,"$40K - $60K","Blue",11494,1160,0.101,10334,1
"Existing Customer","M",49,"$80K - $120K","Blue",28142,762,0.027,27380,1
"Existing Customer","F",40,"Less than $40K","Blue",2316,1510,0.652,806,1
"Existing Customer","M",43,"$40K - $60K","Blue",10533,1689,0.16,8844,2
"Existing Customer","M",48,"$80K - $120K","Blue",14322,0,0,14322,2
"Existing Customer","M",50,"$120K +","Blue",34516,1662,0.048,32854,2
"Existing Customer","M",48,"$80K - $120K","Blue",6798,2517,0.37,4281,1
"Existing Customer","F",46,"Unknown","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","M",46,"$60K - $80K","Blue",2445,848,0.347,1597,3
"Existing Customer","F",51,"$40K - $60K","Blue",2585,1847,0.715,738,3
"Existing Customer","F",52,"Unknown","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",46,"Less than $40K","Blue",1781,1315,0.738,466,2
"Attrited Customer","M",42,"$40K - $60K","Blue",1606,0,0,1606,3
"Existing Customer","F",42,"Less than $40K","Blue",2205,1245,0.565,960,2
"Existing Customer","F",49,"Unknown","Blue",2270,1647,0.726,623,3
"Existing Customer","F",44,"Less than $40K","Blue",2568,1875,0.73,693,2
"Attrited Customer","F",55,"Less than $40K","Blue",3292,0,0,3292,4
"Attrited Customer","F",54,"Less than $40K","Silver",10797,1252,0.116,9545,3
