uid,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
14668,austin,"A beautiful grassy corner lot in Pemberton Heights, fenced in with private gate and lovely deck. An updated bungalow with french country-style kitchen and great variety of comfortable living spaces, from the formal living room, to den, library and office. Nice size bedrooms, built-ins throughout, charming shutters, stainless appliances, hardwood floors, travertine tile, sisal carpeting throughout. Convenient to Tiny Boxwoods, Casis Village and the best of Central Austin. Come see!",Single Family,30.29916381835937,-97.7569808959961,2,False,1939,0,7927.0,7.0,16,2.0,3,650000+
5095,austin,"3 Bedroom/2.5 Bath home has wood flooring all upstairs, plank tiles in master bath.  (No carpet!) Downstairs is open floor plan with 2 living areas, breakfast room, formal dining. Upstairs is three over sized bedrooms & two baths. Spacious Master includes an en-suite bath with double vanities, garden tub, and his and her walk-in closets. Convenient location with easy access to Mopac and I-35, easy commute to downtown.",Single Family,30.157236099243164,-97.84333801269531,0,False,2002,0,6621.0,4.666666666666667,15,3.0,3,250000-350000
13582,austin,"Red tile roof garden villa with beautiful gardens front and back. lots of shady trees, great location for shopping and downtown activities.  Access to all recreational amenities, including huge Olympic-size pool, which is a short walk from house.  GATED COMMUNITY.

Neighborhood Description

Master-planned community with wonderful amenities.  Park West is a gated community within Circle C.  All front gardens are beautifully maintained by the HOA for consistency to preserve value.  Lots of trees and lovely gardens abound.",Single Family,30.19648742675781,-97.88973999023438,2,False,2001,0,8170.0,9.0,18,2.0,3,350000-450000
6106,austin,"Tastefully updated 3/2/5 in the heart of Westlake. Walking distance to Cedar Creek ES & Westlake HS in highly acclaimed Eanes ISD. Extensive home remodel includes kitchen with new cabinets, appliances & lighting; new paint & lighting throughout, powder bath addition, secondary bath, new roof & more. See attached list of updates. Private yard with massive oak trees features new backyard deck surrounding the updated heated pool & spa, perfect for relaxing or entertaining. Showings by appointment with agent.",Single Family,30.27047348022461,-97.8095245361328,2,True,1979,0,10158.0,9.0,14,3.0,3,650000+
1587,austin,"7008 Mitra Dr, Austin, TX 78739 is a single family home that contains 4,685 sq ft and was built in 2011. It contains 5 bedrooms and 5 bathrooms. 
 
",Single Family,30.177753448486328,-97.91781616210938,3,False,2011,0,12632.4,8.0,18,5.0,5,650000+
3722,austin,"6915 Riverton Dr, Austin, TX 78729 is a single family home that contains 1,524 sq ft and was built in 1986. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.44516944885254,-97.75147247314452,0,False,1986,0,7492.0,6.0,13,3.0,4,250000-350000
13614,austin,"Located in the Enclave gated community of Circle C, this home is walking distance to Clayton Elementary and the Circle C Community Center and pool. The home is perfect for entertaining with an open concept layout, amazing windows that look out into the the large backyard and patio. Summer entertaining is possible under the large oak trees that blanket the yard with shade and in the winter you can watch for the deer in the green space through the wrought iron fence.",Single Family,30.19740104675293,-97.90538787841795,2,False,2006,0,7492.0,8.666666666666666,18,3.0,3,450000-650000
15167,austin,"This contemporary three-story detached condo has all the convenience of downtown city living, with the added bonus of being located two blocks from Lady Bird Lake walking, jogging, and biking trails. A few miles from downtown, the future 97 acre Riverside area Domain type shopping and entertainment center, and one could say walking distance to HEB, multiple local restaurants, unique shopping experiences, Oracle. Catalyst and more. East Shore is a gated community with a private to condo owners pool. This home offers a bedroom with ensuite bathroom on the main floor, this flexible space is also perfect for a home office. Upon entering the living areas you are greeted with the welcoming abundance of natural light. This is a wonderful space for entertaining guest curtsey of the very open floorplan. Enjoy preparing meals in this chef inspired kitchen. The kitchen features stainless steel appliances, exterior venting, center island, plentiful cabinets, pantry, and quartz counter tops. Upstairs the master bedroom and bathroom complete with oversized walk in shower, walk-in closet, and double vanity. The third bedroom also has a private bath making this home a 3 bedroom 3.5 bath home. Adding to the numerous features this home offers is a marvelous rooftop terrace. Perfect for enjoying the morning coffee, afternoon picnic or evening beverage. Your privately fenced yard with turf grass makes this low maintenance area perfect for year round multiple uses. This home has all the features, amenities, and location to allow you a carefree, lock and leave, low maintenance, city living experience. Great for a second home to enjoy the Austin nightlife, UT events and ball games, and Circuit of Americas events.",Single Family,30.240222930908203,-97.77283477783205,2,True,2016,2,2439.0,6.666666666666668,16,4.0,3,450000-650000
1086,austin,"5905 Chantsong Ct, Austin, TX 78724 is a single family home that contains 1,203 sq ft and was built in 2008. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.28235244750977,-97.62699127197266,0,False,2008,0,6229.0,3.6666666666666665,11,2.0,3,0-250000
2955,austin,"Wonderful Northwest Hills home! Spacious living room w/ tall ceilings opens to GORGEOUS covered patio, beautiful backyard & POOL, terrific for outdoor living! Granite & stainless kitchen w/ gas cooking. Tranquil main level master connects to AMAZING/study w/ 4 walls of built-in bookshelves & private patio. 3 beds, game area & full bath up. 2 flex living areas could be media room, craft/art studio, playroom. Just freshly painted, carpeted and staged! Great Bull Creek Park and Arboretum nearby.",Single Family,30.36004447937012,-97.78327941894531,0,False,1983,3,11325.6,7.0,16,4.0,5,650000+
12231,austin,"Beautiful remodel, super cute house!  Recent upgrades include upgraded flooring throughout, updated kitchen and appliances, bathrooms and vanities, lighting, fence, etc.  11 minutes & +/- 7 miles to MoPac and downtown exit.  Costco, Whole Foods, HEB and Alamo Drafthouse mere minutes away.",Single Family,30.21416473388672,-97.84832763671876,2,False,1981,0,6272.0,4.666666666666667,14,2.0,3,250000-350000
4614,austin,"The Polo Club is a beautiful gated neighborhood located between Oak Hill & Dripping Springs with easy access to shopping & Schools. This home offers extensive wood floors, Gourmet Kitchen,Formal Dining Room, Office/Study & Game Room above garage. The Master suite has high ceilings & a custom walk-through shower with his & hers bathrooms. The outdoor patio located under a majestic oak tree offers a grand stone fireplace, BBQ area and a place to entertain like no other. The Home is located across the street from a gorgeous greenbelt area with lakes and plenty of great fishing.",Single Family,30.20174217224121,-97.9959945678711,0,False,2005,0,52707.6,6.666666666666668,16,4.0,4,650000+
3710,austin,"11514 Antigua Dr, Austin, TX 78759 is a single family home that contains 2,003 sq ft and was built in 1983. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.425783157348643,-97.77068328857422,2,False,1983,0,10890.0,8.333333333333334,16,3.0,4,350000-450000
13781,austin,"With a complete remodel in 2014, this custom home is located in one of the hottest, family oriented, neighborhoods in Austin. Perfectly situated in Bouldin Creek, you are within walking distance to the best of Austin, including Auditorium Shores, Alliance Children's Garden, Zilker Park, Downtown, SOCO, South Lamar, and so much more!

You'll instantly feel at ease when you enter this home, with its great natural lighting and open floor plan. The first floor seamlessly flows from the main living room into the kitchen  and dining room with views of the luxury backyard throughout. In addition, the first floor also has an office/4th bedroom, a wine bar, and full bath. On the second floor you will find the Master bedroom w/ vaulted ceiling, Master bath, and two additional bedrooms with a Jack and Jill full bath.

Detached from the Main House, the Studio Pool House is perfect for visiting guests, entertaining, or just to get away, relax, and enjoy your backyard year round. Designed for functionality, the additional 352 sqft, has a full bath, kitchenette, murphy bed, and climate controlled with a Mitsubishi mini-split. 

Additional features to this home include a 13k gallon pool w/ sun deck. Custom Tree house. Zero maintenance backyard w/ recently installed artificial turf. Hardwired security/camera system throughout house and studio. Ipe porch on Main House and Pool Studio. Back Alley Access. 

Becker Elementary 0.3 mi
South 1st St. (Sway, Elizabeth St. Cafe, Lenoir, etc.) 0.3 mi
Austin Public Library 0.5 mi
Alliance Children's Garden 0.7 mi
Long/Palmer Center 0.7 mi
South Congress Shopping/Eating 0.7 mi
Zach Theatre 0.8 mi
Austin Beer Garden Brewing Co. 1.0 mi
Trader Joe's (Seaholm - Downtown) 1.3 mi
Barton Springs/Zilker Park - ACL Festival 1.4 mi",Single Family,30.25368690490723,-97.75814819335938,2,False,1935,2,5963.0,5.0,13,3.0,3,650000+
9723,austin,"This property is zoned SF-3  and has a existing 658 sqft home. The house sits on a 3,735 sqft lot, which qualifies for Small Lot Amnesty in Austin. Build up to a 2300 sqft new home. There is a comparable right around the corner in the Chestnut Neighborhood. This is a very desirable area with great walk ability and close proximity to downtown. 
",Single Family,30.27600288391113,-97.71367645263672,2,False,2017,6,3720.0,6.666666666666668,15,3.0,3,650000+
14723,austin,"Great central Austin location ~ Main house has 3 bedrooms and full bath ~ Guest quarters with separate entrance has bedroom, loft, office/5th bedroom,full bath and kitchen ~ Hardwood flooring ~ Both baths and kitchens have granite counters ~ Large eat-in kitchen with island and plenty of cabinet and counter space ~ Large backyard with deck and wood privacy fencing ~ Gorgeous landscaping in front with stone surround gardens ~ In ground sprinkler system

Neighborhood Description

From the neighborhood association at http://rosedale-na.org/ 

""The majority of the homes in the Rosedale area were built during the 1930s and 1940s, giving them an allure not found with newer construction. The many renovation projects and new construction throughout the neighborhood lend a sense of vitality and renewal. The population of the neighborhood is a fabulous blend of young families, single professionals, and original owners who raised their children here and have many tales to tell.

Beyond the delightful charm of the area, the Rosedale neighborhood's location makes it one of the most desirable of Austin's neighborhoods. We have close proximity to the Capitol, the downtown area, and the University of Texas at Austin, as well as easy access to the main thoroughfares of our beautiful city.""
",Single Family,30.3218994140625,-97.75084686279295,1,False,1953,0,7840.0,7.0,16,2.0,4,650000+
100,austin,"This 4BD/2.5 bath plus study sits on a beautiful over-sized lot w/mature trees in the highly desired Balcones Village.   Home has been pre-inspected and the follow up completed is attached in MLS.  This home is ready for the right person to unlock its full potential.  If you are ready to make a home exactly what you want, this is an opportunity that you don't want to miss.",Single Family,30.435590744018555,-97.78577423095705,2,False,1972,0,16988.4,8.666666666666666,16,2.0,4,350000-450000
11628,austin,"Amazing retro Windsor Park home with original vintage touches. Recent pergo floors and fresh paint throughout. Vintage tile in bathrooms is in unparalleled condition, tubs and sinks have been reglazed. Low E double pane windows. New fans, water heater, faucets, and cabinet hardware. Two car garage also has incredible built-in wood cabinetry, work area, and insulated garage doors. Location is unbelievable, close to DT, shopping, restaurants &parks. Walk to Hanks and other Windsor Park eateries!",Single Family,30.31744384765625,-97.6924057006836,0,False,1959,0,9583.0,3.0,14,2.0,3,350000-450000
3814,austin,"Great opportunity to get into NW Austin's Rattan Creek at a great price! Master down, recently replaced HVAC system, stainless steel appliances, well maintained exterior including two sundecks to enjoy beautiful yard + hot tub conveys! Large bedrooms, one has its own vanity and sink. Lots of storage- master bedroom has 3 closets! Award-winning Round Rock Schools, short walk to park, trails, pool and courts. Close to restaurants, grocery, retail and 183/Parmer Tech corridors.",Single Family,30.44293212890625,-97.74697875976562,2,False,1984,0,6926.0,6.0,13,3.5,4,250000-350000
12892,austin,"Immaculately maintained home on almost .25 acres in the gated section of Circle C! This fantastic property offers almost 2,000 sq ft, 3 spacious bedrooms, 2 full baths, formal and breakfast dining, and a split floor plan. Bamboo and hard tile flooring throughout, plantation shutters, recessed lighting, built-in appliances, full irrigation system, and gutters. Beautifully landscaped backyard featuring an extended covered patio and pergola, mature landscaping, and a stone back wall. This home is move-in ready with easy access to Mopac, shopping, restaurants, and feeds to top-rated schools!",Single Family,30.19506645202637,-97.89169311523438,3,True,2001,4,10484.0,9.0,18,2.0,3,450000-650000
2204,austin,"3216 Magenta Sky Trl, Austin, TX 78732 is a single family home that contains 2,997 sq ft and was built in 2001. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.378780364990234,-97.9034652709961,3,False,2001,2,9452.0,8.333333333333334,17,4.0,4,450000-650000
5070,austin,"7905 Lowdes Dr, Austin, TX 78745 is a single family home that contains 1,738 sq ft and was built in 1981. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.19606590270996,-97.8180923461914,0,False,1981,0,8712.0,4.0,13,2.0,3,350000-450000
5554,austin,"4201 Canyon Glen Cir, Austin, TX 78732 is a single family home that contains 2,562 sq ft and was built in 2000. It contains 4 bedrooms and 2.5 bathrooms. 
 
",Single Family,30.381044387817386,-97.88529205322266,2,False,2000,0,7351.0,8.333333333333334,17,2.5,4,250000-350000
2275,austin,"This three bed two bath two bath home is located close to parks ans schools and is detailed through out. The kitchen boasts beautiful wood floors, granite counter tops, stainless appliances and new light fixtures. This house is perfect!",Single Family,30.38283920288086,-97.88814544677734,0,False,2000,0,6011.0,8.333333333333334,17,2.0,3,250000-350000
4328,austin,"7105 Boyle Dr, Austin, TX 78724 is a single family home that contains 2,049 sq ft and was built in 2018. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.305627822875977,-97.64512634277344,0,False,2018,0,5619.0,3.6666666666666665,14,3.0,3,350000-450000
12996,austin,"Incredible 3/3.5 2-story home on a huge, private and lush lot. With nature trails in your own backyard, monarch butterflies fluttering across the property, and beautiful mature oak trees... this home is truly a dream. Office and bonus game room can easily be converted into 4th and 5th bedrooms. Wonderful upgrades including new HVAC (2011), remodeled master and 2nd bathrooms (2014), master closet built-ins (2017), hardwood flooring in entry/dining/living/halls (2009), kitchen granite counters (2010), tiled front porch/steps (2018), house painted (2019), new carpet back bedrooms (2019). Conveniently located near shopping, restaurants, hospital and greenbelts.  Located in Austin ISD. Click here to view a drone snapshot of the property: https://vimeo.com/351770298",Single Family,30.220134735107425,-97.87892150878906,3,False,1998,1,24393.6,8.0,17,4.0,3,650000+
1795,austin,"Stately and serene cul-de-sac home in the desirable Lakewood. 3 Bedrooms, 2.5 Baths with a dedicated study + 2 living areas + 2 dining area.  Wonderful floor plan: Open Kitchen, dining, living concept. Recently updated Master bath, kitchen and outdoor living. Granite counters in kitchen, quartz in the bathrooms, wood floors, plantation shutters, energy efficient upgrades, fresh paint, and much more. Don't miss the HillCountry views from the master & gameroom. Charming front porch for your morning coffee.",Single Family,30.37896728515625,-97.78800964355469,2,False,1994,0,11325.6,7.0,17,3.0,3,450000-650000
1366,austin,"Immaculate, beautiful, quiet, 1 story house that is move in ready! This open floor plan encompasses four spacious bedrooms with plenty of room for study, sleep and storage. A sleek and stylish gourmet kitchen flows through to the open dining and living areas. The master bedroom is complete with a walk-in closet and shower. Private back yard views with no neighbors behind this house. Perfect for anyone, positioned close to ABIA, just minutes away from downtown Austin.",Single Family,30.25938606262207,-97.57196044921876,0,False,2017,0,5749.0,2.6666666666666665,13,2.0,4,0-250000
11893,austin,"6920 Bennett Ave, Austin, TX 78752 is a multi family home that contains 1,834 sq ft and was built in 1983. It contains 6 bedrooms and 4 bathrooms. 
 
",Multiple Occupancy,30.329591751098643,-97.70176696777344,0,False,1983,0,10715.0,3.333333333333333,15,4.0,6,250000-350000
11174,austin,"2308 Robert Browning St, Austin, TX 78723 is a single family home that contains 3,380 sq ft and was built in 2017. It contains 5 bedrooms and 4 bathrooms. 
 
",Single Family,30.29900550842285,-97.69886016845705,0,False,2017,0,3920.0,5.0,15,4.0,5,650000+
10395,austin,"Looking for an affordable home with a manageable mortgage payment? Do you want to get in on a highly appreciating area of Austin before you're priced out? Or maybe you just want to live close to downtown? Then how about a home that's just 5 miles away from Rainey, with a good tax rate, and also a 2 year old roof, newer exterior siding, new interior paint, and hard floors throughout.  Located near the new HEB at Slaughter and 35, and employers such as Oracle you'll definitely want to check this one out.",Single Family,30.19799613952637,-97.74410247802734,2,False,1979,0,6185.0,3.0,12,2.0,3,250000-350000
2674,austin,"This charming home in Canyon Creek sits on a private lot with 200 year old Oaks in the front and back yards. Backyard oasis includes large deck, pool with water features and Palms. The open floorplan is great for entertaining. Windows throughout allow for lots of natural light and beautiful views of the Oaks. Area amenities include jogging/biking trails, community pool, playground, tennis and basketball courts.",Single Family,30.43358039855957,-97.82894134521484,0,False,1994,0,14374.8,8.0,15,3.0,5,450000-650000
13036,austin,"Western Trails is more than a neighborhood, it's a lifestyle. Located near the intersection of South Lamar and Ben White, Western Trails is one of Southtown's most desired neighborhoods because of convenient access to both Mopac and I-35. Populated with a diverse mix of custom homes built in late sixties and early seventies, Western Trails has a retro charm that underscores Austin's unique character. Imagine yourself taking evening walks among the century-old oaks that line the streets, riding your bike to Central Market, and swimming in Barton Creek each weekend. 1755 square foot 3 bedroom 2 bath Ranch Style Home.",Single Family,30.22304534912109,-97.79694366455078,2,False,1967,1,9128.0,4.666666666666667,14,2.0,3,450000-650000
12080,austin,"Well-maintained 3 bedroom, 1 bath home  located within walking distance of numerous restaurants, grocery stores, entertainment venues, and other amenities. The main living area, complete with upgraded laminate wood floors, has a wide galley style kitchen & large breakfast area which opens to the living room. Recently renovated kitchen with granite countertops, pantry, and stainless steel appliances. French doors from the breakfast area lead to the spacious back yard with a sizable storage shed & expanded covered patio. Master bedroom boasts dual closets & has good natural light. Secondary bedrooms flank the shared bathroom & utility room for ease of use. Bathroom recently renovated with custom spa-style shower, tile floors, and granite counters.  Neighborhood features a park with access to hiking trails. ",Single Family,30.16049194335937,-97.82569122314452,3,False,2001,1,4398.0,5.0,15,1.0,3,0-250000
9866,austin,"Updated, move-in ready single story home with 1375 s.f. of interior living space plus 2 car garage and large backyard with deck. Plenty of modern, cosmetic updates throughout including upgraded kitchen offers a convenient, comfortable lifestyle. In addition, the very hard to find plumbing upgrade from cast-iron drain lines to PVC provides peace of mind. Only 2 miles to Mueller, 4 miles to UT and 5 miles to Downtown. Easy commute along MLK offers convenience to all that Austin has to offer.",Single Family,30.28359413146973,-97.67623138427734,0,False,1964,0,7753.0,3.333333333333333,13,2.0,3,350000-450000
7003,austin,"Newly remodeled kitchen, new interior paint. New exterior siding. Great lication",Single Family,30.19774436950684,-97.79435729980469,0,False,1973,0,7623.0,3.333333333333333,13,2.0,4,250000-350000
9891,austin,"5210 Rob Scott St, Austin, TX 78721 is a single family home that contains 2,272 sq ft and was built in 2018. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.28262710571289,-97.67894744873048,1,False,2018,0,8232.0,3.333333333333333,13,3.0,4,450000-650000
15030,austin,"Charming home in Rosedale, lovingly RESTORED, ENLARGED and IMPROVED!  Open floor plan, incredible kitchen! 0.28 acres with HUGE oak tree in the back and Shoal Creek 20' below - house is NOT in flood plain!  New master suite with vaulted ceiling and his/hers walk-in closets, hardwood flooring throughout, tankless water heater, KitchenAid appliances, quartz countertops.  Professionally redone from top to bottom!",Single Family,30.32524108886719,-97.74542236328124,2,False,1950,0,12196.8,7.0,16,2.0,4,450000-650000
6811,austin,"Central AC vented converted garage to a huge bonus room 380sf not in total sf. Phenomenally remodeled, over sized corner lot, custom built soft closing kitchen and laundry room cabinets, expanded gorgeous bathrooms, large walk in shower in master bath, back storage with AC and electricity. 12mm laminate flooring, updated light fixtures, hardware, custom built barn doors and window shutters, covered patio and porch with shiplap and recessed lights. Recent roof, HVAC, Water heater.",Single Family,30.19032287597656,-97.7867202758789,0,False,1979,2,9757.0,3.333333333333333,13,2.0,3,350000-450000
13059,austin,"Wonderful home in Circle C that backs to HOA Greenspace for additional privacy. Master on main level with a study/office. Wood flooring downstairs. Upstairs has two bedrooms and a large family room. Two spacious ""walk in"" attic spaces for storage. Automated solar screen for energy efficiency on the family room windows. Open floorplan with lots of light. Google Fiber available.",Single Family,30.18366813659668,-97.8887939453125,0,False,1999,0,7623.0,9.0,18,3.0,3,450000-650000
5702,austin,"3205 Oxsheer Dr, Austin, TX 78732 is a single family home that contains 3,301 sq ft and was built in 1998. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.37490653991699,-97.8960952758789,0,False,1998,0,10018.0,8.333333333333334,17,3.0,4,450000-650000
10854,austin,"11401 Sprinkle Cutoff Rd, Austin, TX 78754 is a single family home that contains 1,323 sq ft and was built in 2007. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.36986351013184,-97.65585327148438,1,False,2007,0,4791.0,4.333333333333333,12,3.0,3,0-250000
12719,austin,"This beautiful home offers mature trees and shade on a greenbelt lot. Move-in ready w/recent paint, new carpet and beautiful, walnut wood floors. Covered patio with views of nature through the wrought iron fence. Appliance package, solar shades, upgraded windows upstairs, faux-wood blinds, kitchen w/center island, stainless appliances and gas cooking. Covered front porch, sprinkler system, Google Fiber. Walk to Deer Park at Maple Run Preserve, Violet Crown Trail, Veloway & 191 acre Russell Karst preserve.",Single Family,30.19445991516113,-97.85701751708984,2,False,1999,0,8929.0,6.666666666666668,16,3.0,3,350000-450000
11083,austin,.,Single Family,30.30073547363281,-97.7174835205078,2,False,1946,0,7738.0,7.333333333333332,15,1.0,2,350000-450000
4618,austin,"A quite cul-de-sac and a welcoming front porch await and provide a serene setting for this wonderfully cared for, single story home. Spacious living room and kitchen allow for plenty of room for gatherings and still remains cozy for family game night. The kitchen is open, featuring bar seating, new subway backsplash and stainless appliances. The primary suite is tucked away and has views overlooking the private backyard. Recently remodeled primary bath affords a spa-like atmosphere. Beautiful backyard. Sprinkler Sys:Yes",Single Family,30.19929122924805,-97.98448181152344,2,False,2003,3,8929.0,6.0,16,3.0,3,350000-450000
12132,austin,"Spacious, one owner home in South Austin has been pampered! Soaring ceilings and lots of windows give an open, airy feel. Formal living and dining, family room with corner fireplace and lovely wood flooring. Large kitchen with ample cabinet and counter space. There is also a sun-room just off the breakfast area, perfect for enjoying your morning coffee. Upstairs master is huge and boasts a spacious walk-in closet with enough room for a dressing area.  Three additional bedrooms, a bath and the laundry area are on the second level. Outside you'll enjoy the large covered back deck that overlooks the private back yard with no homes behind.",Single Family,30.15660285949707,-97.83596801757812,1,False,1998,0,6011.0,4.666666666666667,15,3.0,4,250000-350000
7986,austin,"8009 Cardin Dr, Austin, TX 78759 is a single family home that contains 2,322 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.36755561828613,-97.7508773803711,2,False,1983,0,8581.0,7.0,17,2.0,3,450000-650000
911,del valle,"Pristine 3 bedroom 2 bath Del Valle home featuring an open concept living area and move in ready neutral paint scheme. Features include galley style kitchen with granite counters, stainless appliances and wood look laminate flooring in main living areas. Spacious bedrooms with like new carpet! Energy efficient LED lighting allows for low utility costs. Property backs to an empty field for added privacy and offers a large fenced yard. Minutes from the 130 Toll road for easy commute!",Single Family,30.153947830200195,-97.6498794555664,0,False,2015,0,5837.0,3.0,14,2.0,3,0-250000
411,austin,"Check out this Adorable Home just east of 183! This 4 bed, 2 bath home has been lovingly maintained by a single owner since its 2007 build. Upgrades include wood floors throughout living areas and bedrooms, and a solar panel system. This home features an open living and dining area, and a spacious kitchen with track lighting. The roomy master en-suite features a walk-in closet and double vanity, as well as a separate tub and shower.  Contact Jaclyn Lefkowitz for more information and to schedule a showing today!",Single Family,30.276824951171875,-97.63174438476562,2,False,2007,0,6272.0,3.6666666666666665,11,2.0,4,0-250000
10862,austin,"11600 Larch Valley Dr, Austin, TX 78754 is a single family home that contains 2,119 sq ft and was built in 2003. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.37634658813477,-97.6545867919922,0,False,2003,0,9147.0,4.333333333333333,12,2.0,3,250000-350000
14551,austin,"Tree House living with a low maintenance yard. Lovely one level home on a beautiful lot with large deck for outdoor living. Large oak trees for lots of privacy. Bonus area is the basement living with kitchen and full bath. Window unit. Perfect for workshop, extended family and kids! Not in footage. Living open with high ceiling. Nice bright kitchen with breakfast area. Lots of windows. Great neighborhood for walking or biking. Minutes to downtown Austin and University of Texas.",Single Family,30.3468017578125,-97.76659393310548,0,False,1982,0,12632.4,7.0,16,4.0,3,450000-650000
10057,austin,"5504 Ledesma Rd, Austin, TX 78721 is a single family home that contains 1,260 sq ft and was built in 1955. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.269805908203125,-97.68064880371094,1,False,1955,1,10454.0,3.0,11,2.0,3,250000-350000
4552,austin,"Gorgeous custom home on nearly 2 acres of secluded, wooded paradise. Featuring breath taking Hill Country views, wet weather creek, expansive decking & outdoor sitting areas plus a pool, hot tub and fire pit. Home features cathedral ceilings w/ amazing floor to ceiling stone fireplace. Family room includes a wall of windows w/ views to back of property and pool area. The large study can easily be converted into 4th bedroom if needed. Tile and wood floors throughout - no carpet. A TRUE MUST SEE!",Single Family,30.20934295654297,-97.98661041259766,2,True,2000,0,78408.0,6.666666666666668,16,2.0,4,450000-650000
4399,austin,"Contemporary design by Paradisa Homes features a wide-open floor plan, flooded with natural light. Spacious master suite with spa-like master bath which includes an oversized walk-in shower, and expansive closet. Some of the features include real wood cabinets, quartz counters, Hickory wood floors, solid core interior doors, foam insulation, and tankless water heater. Professionally landscaped with multiple irrigation zones.",Single Family,30.30497932434082,-97.64665222167969,2,False,2020,1,6011.0,3.6666666666666665,14,3.0,3,350000-450000
8127,austin,"Gorgeous 4 bedroom, 3 1/2 bath home located in the master plan golf community in Avery Ranch. The house faces north and the open floor plan has abundant natural light in the double-height ceiling living room and dining room . The kitchen features granite countertops, gas cooktop, and plenty of cabinet space. Built-in shelves throughout. Excellent Round Rock ISD schools, walking distance to top-rated Patsy Sommer Elementary. Easy access to highway 183, 620 and Toll 45. World class shopping and entertainment nearby.",Single Family,30.50920867919922,-97.7519073486328,2,False,2008,0,8494.0,7.666666666666668,16,4.0,4,450000-650000
8332,austin,"10008 Paulines Way, Austin, TX 78717 is a single family home that contains 2,488 sq ft and was built in 2012. It contains 5 bedrooms and 3 bathrooms. 
 
",Single Family,30.500141143798828,-97.7586669921875,2,False,2012,0,8058.0,8.0,16,3.0,5,450000-650000
10410,austin,"Great starter home in a convenient location. Minutes from Hwy 71, IH 35, SoCo and downtown. Some fresh interior paint in living and kitchen, ceiling fans in bedroom, new 2"" white blinds, new carpet and open floor plan. Oversize backyard with covered back patio facing West for evening enjoyment.",Single Family,30.19859504699707,-97.73419952392578,0,False,2003,0,6446.0,4.333333333333333,14,2.0,2,0-250000
9317,austin,"RARE, large, almost 1/3 acre lot in Travis Heights.  Zoned SF-3 this lot is flat and entirely usable. Original 1950's home is an opportunity to remodel, add-on or start new on a lot that could hold a large home, pool and more. Quiet, beautiful street 1 block from Stacy Park.  Only a 1/2 mile from South Congress restaurants and shops.  1 mile from Lady Bird Lake and the hike and bike trail.  2 miles to the center of Downtown Austin.  Contact Carl@CarlShurr.com for a boundary, tree and topo survey and to schedule a private showing.",Single Family,30.238361358642567,-97.749267578125,2,False,2020,4,12632.4,4.333333333333333,14,4.0,4,650000+
2984,austin,"This home is tucked away in the quiet Village At Quail Creek neighborhood. New windows w/ lifetime warranty along with custom barn door to master bath! Recent cabinets w/ lifetime warranty. Workspace in garage. Dual walk-in closets in master bedroom. Beautiful finished out screen porch looking out to the private backyard space. Separated from neighbor along back fence. Close to Domain/Austin FC/Metro Rail/tons of breweries, recently updated, etc.",Single Family,30.38113021850586,-97.69771575927734,2,False,1975,2,9034.0,4.333333333333333,14,2.0,3,350000-450000
9529,austin,"A Jewel in red hot East Austin! Keep and renovate into the beauty that she can be, or use the 13,516.67 sqft of land to build out as you wish... She's a Great Investment Opportunity, Come check out this property and see the amazing potential! Just minutes to downtown, restaurants, parks, UT, and much more...",Single Family,30.28303527832031,-97.71866607666016,2,False,1941,0,13503.6,6.666666666666668,15,2.0,3,450000-650000
11077,austin,"Edinburgh GardensAttractive 3bdrm 2ba home in Mint Condition. Spacious Kitchen with Lots of Counter Space. Nice Sized Laundry Room. Wood floors in livilng room. Additional Living Area on Second floor. Well Maintained by Owner. Covered Patio and Beautifully Landscaped Backyard. Just Minutes away from Toll Roads & Hwy 290, and Shopping Nearby. Please Show Btw 8am-7pmFriendly Pets on Premises",Single Family,30.3729190826416,-97.61375427246094,0,False,2007,0,4400.0,4.333333333333333,12,3.0,3,0-250000
11765,austin,"INVESTORS LOOK HERE!!! Two for the price of one! Front home (unit A) has 3 bedrooms and 2 baths, back home (unit b) features 3 bedrooms and 2 baths. This is a perfect opportunity to have a main house with separate mother in law apartment. Being sold as is.",Single Family,30.348257064819336,-97.70096588134766,0,False,1960,0,9099.0,3.333333333333333,13,4.0,6,250000-350000
